clustername_1	name_1	clustername_2	name_2	file_ext	raw_distance	squared_similarity	jaccard_index	dss_index	adjacency_index	raw_dss_non_anchor	raw_dss_anchor	non_anchor_domains	anchor_domains	combined_group	shared_group	parent	class	order	family	genus	species
USMM059_contigs.fa_antismash_contig00003.region001	USMM059	USMM061_contigs.fa_antismash_contig00003.region001	USMM061	NA	1.73472347597681e-17	1	1	1	1	0	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS091_contigs.fa_antismash_contig00002.region002	AS091	HN125_contigs.fa_antismash_contig00002.region001	HN125	NA	0.195631995797157	0.647007882595062	0.737704932689667	0.808365225791931	0.643835604190826	0.210138216614723	0.10374353826046	57	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
HN007_contigs.fa_antismash_contig00001.region001	HN007	HN069_contigs.fa_antismash_contig00009.region001	HN069	NA	0.101508848369122	0.807286322116852	0.949999988079071	0.898812651634216	0.857142865657806	0.101187326014042	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN184_contigs.fa_antismash_contig00001.region001	USHLN184	USMM063_contigs.fa_antismash_contig00002.region001	USMM063	NA	0.053367517888546	0.896113038063049	0.949999988079071	0.948442935943604	0.857142865657806	0.0515570901334286	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
USHLN181_contigs.fa_antismash_contig00005.region002	USHLN181	USHLN195_contigs.fa_antismash_contig00001.region003	USHLN195	NA	0.0323469378054142	0.936352431774139	1	0.967389047145844	0.964285731315613	0.0372696928679943	0	28	1	betalactone - betalactone	betalactone	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
MMO-122_contigs.fa_antismash_contig00011.region001	MMO-122	MMO-94_contigs.fa_antismash_contig00011.region001	MMO-94	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS091_contigs.fa_antismash_contig00001.region001	AS091	MMO-37_contigs.fa_antismash_contig00004.region001	MMO-37	NA	0.155387923121452	0.71336954832077	0.800000011920929	0.845991849899292	0.800000011920929	0.15400817990303	0	11	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
LB15_contigs.fa_antismash_contig00037.region001	LB15	MMO-16_contigs.fa_antismash_contig00003.region001	MMO-16	NA	0.173856511712074	0.682513058185577	0.5	0.83737587928772	0.444444447755814	0.16262412071228	0	5	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica
USMM062_contigs.fa_antismash_contig00010.region001	USMM062	USMM072_contigs.fa_antismash_contig00009.region001	USMM072	NA	1.73472347597681e-17	1	1	1	1	0	0	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN160_contigs.fa_antismash_contig00001.region001	USHLN160	VD30_contigs.fa_antismash_contig00005.region001	VD30	NA	0.007388720754534	0.98527717590332	1	0.992382764816284	1	0.00761723797768354	0	26	0	hserlactone - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
USHLN291_contigs.fa_antismash_contig00016.region001	USHLN291	USHLN296_contigs.fa_antismash_contig00015.region001	USHLN296	NA	0.00100645644124597	0.997988104820252	1	0.99896240234375	1	0.00146108760964125	0	49	5	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
MMO-88_contigs.fa_antismash_contig00004.region001	MMO-88	USMM063_contigs.fa_antismash_contig00003.region001	USMM063	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-116_contigs.fa_antismash_contig00003.region001	MMO-116	USHLN296_contigs.fa_antismash_contig00009.region001	USHLN296	NA	0.221132665872574	0.606634318828583	0.720930218696594	0.78330534696579	0.592592597007751	0.246723085641861	0.109092801809311	43	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-119_contigs.fa_antismash_contig00008.region001	MMO-119	USMM072_contigs.fa_antismash_contig00002.region001	USMM072	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USMM133_contigs.fa_antismash_contig00091.region001	USMM133	VD15_contigs.fa_antismash_contig00055.region001	VD15	NA	0.0151612805202603	0.969907283782959	1	0.984369814395904	1	0.0156301856040955	0	9	0	NAGGN - NAGGN	NAGGN	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi
USMM054_contigs.fa_antismash_contig00004.region001	USMM054	USMM063_contigs.fa_antismash_contig00004.region001	USMM063	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-38_contigs.fa_antismash_contig00009.region001	MMO-38	MMO-89_contigs.fa_antismash_contig00009.region001	MMO-89	NA	0.143025442957878	0.734405398368835	0.949999988079071	0.856012046337128	0.857142865657806	0.143987938761711	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN073_contigs.fa_antismash_contig00010.region001	HN073	MMO-24_contigs.fa_antismash_contig00009.region001	MMO-24	NA	0.233852863311768	0.586981415748596	0.40625	0.777995944023132	0.371428579092026	0.286288678646088	0.173790574073792	12	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS183_contigs.fa_antismash_contig00001.region001	AS183	USMM053_contigs.fa_antismash_contig00003.region001	USMM053	NA	0.24235112965107	0.57403177022934	0.580645143985748	0.764350414276123	0.521126747131348	0.241965636610985	0.211438164114952	46	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	UBA7405	UBA7405 sp000755535
AS212_contigs.fa_antismash_contig00001.region001	AS212	HN124_contigs.fa_antismash_contig00002.region002	HN124	NA	0.187537744641304	0.660094916820526	0.737704932689667	0.81688916683197	0.635135114192963	0.199286088347435	0.106278344988823	57	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
MMO-122_contigs.fa_antismash_contig00011.region001	MMO-122	MMO-88_contigs.fa_antismash_contig00011.region001	MMO-88	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
AS083_contigs.fa_antismash_contig00008.region001	AS083	AS093_contigs.fa_antismash_contig00012.region001	AS093	NA	0.173309221863747	0.683417618274689	0.846153855323792	0.828489303588867	0.72972971200943	0.188129037618637	0.156277179718018	33	9	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
USMM079_contigs.fa_antismash_contig00004.region001	USMM079	USMM130_contigs.fa_antismash_contig00006.region002	USMM130	NA	0.286192029714584	0.509521842002869	0.75	0.715464174747467	0.615384638309479	0.284535795450211	0	21	0	hserlactone - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea cancerogena_A
AS170_contigs.fa_antismash_contig00004.region001	AS170	HN118_contigs.fa_antismash_contig00004.region001	HN118	NA	0.0133310724049807	0.973515570163727	1	0.98625659942627	1	0.0120001398026943	0.0255102049559355	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia bockelmannii
USHLN291_contigs.fa_antismash_contig00020.region001	USHLN291	USMM064_contigs.fa_antismash_contig00003.region001	USMM064	NA	0.166309714317322	0.695039510726929	0.861111104488373	0.836253762245178	0.695652186870575	0.180142283439636	0.109092801809311	40	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USMM061_contigs.fa_antismash_contig00004.region001	USMM061	USMM063_contigs.fa_antismash_contig00004.region001	USMM063	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN100_contigs.fa_antismash_contig00004.region001	HN100	HN109_contigs.fa_antismash_contig00004.region001	HN109	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN195_contigs.fa_antismash_contig00002.region001	USHLN195	USMM093_contigs.fa_antismash_contig00002.region002	USMM093	NA	0.0952904373407364	0.818499386310577	1	0.901762425899506	1	0.0912736281752586	0.12435232847929	15	1	NI-siderophore - NI-siderophore	NI-siderophore	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
AS214_contigs.fa_antismash_contig00009.region001	AS214	USMM085_contigs.fa_antismash_contig00014.region001	USMM085	NA	0.220008850097656	0.608386218547821	0.653846144676208	0.784032464027405	0.647058844566345	0.375718504190445	0.0562165342271328	32	8	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
HN118_contigs.fa_antismash_contig00007.region001	HN118	USHLN04_contigs.fa_antismash_contig00004.region002	USHLN04	NA	0.00067784765269607	0.998644769191742	1	0.999301195144653	1	0.00069881201488897	0	9	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
USMM055_contigs.fa_antismash_contig00003.region001	USMM055	USMM064_contigs.fa_antismash_contig00003.region001	USMM064	NA	1.73472347597681e-17	1	1	1	1	0	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-10_contigs.fa_antismash_contig00005.region001	MMO-10	MMO-32_contigs.fa_antismash_contig00001.region001	MMO-32	NA	0.00950899068266153	0.981072425842285	1	0.990196943283081	1	0.0105203026905656	0.00651582656428217	55	3	betalactone.T3PKS - betalactone.T3PKS	betalactone.T3PKS	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp017306305
AS031_contigs.fa_antismash_contig00001.region002	AS031	USHLN200_contigs.fa_antismash_contig00001.region002	USHLN200	NA	0.191617518663406	0.653482258319855	0.869565188884735	0.808096408843994	0.791666686534882	0.191903620958328	0	23	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea eucrina
USHLN152_contigs.fa_antismash_contig00002.region002	USHLN152	USMM086_contigs.fa_antismash_contig00001.region001	USMM086	NA	0.0665505453944206	0.871327877044678	0.936170220375061	0.933311581611633	0.938775539398193	0.0781399309635162	0.038059625774622	50	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_S
AS124_contigs.fa_antismash_contig00011.region001	AS124	USMM058_contigs.fa_antismash_contig00004.region001	USMM058	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN34_contigs.fa_antismash_contig00006.region001	USHLN34	USHLN35_contigs.fa_antismash_contig00006.region001	USHLN35	NA	0.0374607294797897	0.92648184299469	1	0.96138072013855	1	0.0386193096637726	0	15	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis
AS129_contigs.fa_antismash_contig00004.region002	AS129	USMM078_contigs.fa_antismash_contig00024.region001	USMM078	NA	0.145539432764053	0.730102896690369	0.918918907642364	0.853740751743317	0.857142865657806	0.131143286824226	0.243253380060196	77	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
MMO-125_contigs.fa_antismash_contig00001.region002	MMO-125	VD1_contigs.fa_antismash_contig00001.region001	VD1	NA	0.00127784500364214	0.997445940971374	1	0.998682618141174	1	0.00131736602634191	0	23	0	furan - furan	furan	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Leucobacter	NA
USHLN199_contigs.fa_antismash_contig00002.region002	USHLN199	USHLN200_contigs.fa_antismash_contig00002.region002	USHLN200	NA	1.73472347597681e-17	1	1	1	1	0	0	61	0	acyl_amino_acids - acyl_amino_acids	acyl_amino_acids	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
MMO-84_contigs.fa_antismash_contig00010.region001	MMO-84	USMM054_contigs.fa_antismash_contig00009.region001	USMM054	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN091_contigs.fa_antismash_contig00009.region001	HN091	HN100_contigs.fa_antismash_contig00009.region001	HN100	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN110_contigs.fa_antismash_contig00010.region001	HN110	USHLN34_contigs.fa_antismash_contig00011.region001	USHLN34	NA	0.284396678209305	0.512088119983673	0.315789461135864	0.729897916316986	0.222222223877907	0.390324741601944	0.164907231926918	14	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS011_contigs.fa_antismash_contig00001.region003	AS011	USHLN191_contigs.fa_antismash_contig00004.region001	USHLN191	NA	0.295874893665314	0.495792180299759	0.611111104488373	0.709292769432068	0.5	0.296982377767563	0.268744111061096	42	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	NA
HN122_contigs.fa_antismash_contig00004.region001	HN122	HN132_contigs.fa_antismash_contig00003.region001	HN132	NA	0.162717789411545	0.701041460037231	0.53658539056778	0.848481893539429	0.444444447755814	0.162214383482933	0.119429178535938	24	2	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter soli
HN110_contigs.fa_antismash_contig00011.region001	HN110	USHLN184_contigs.fa_antismash_contig00002.region001	USHLN184	NA	0.290220320224762	0.503787159919739	0.699999988079071	0.710082113742828	0.699999988079071	0.289917856454849	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-110_contigs.fa_antismash_contig00010.region001	MMO-110	MMO-119_contigs.fa_antismash_contig00010.region001	MMO-119	NA	1.73472347597681e-17	1	1	1	1	0	0	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-83_contigs.fa_antismash_contig00011.region001	MMO-83	MMO-89_contigs.fa_antismash_contig00012.region001	MMO-89	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-119_contigs.fa_antismash_contig00010.region001	MMO-119	USMM059_contigs.fa_antismash_contig00009.region001	USMM059	NA	0.00418103439733386	0.99165540933609	1	0.995689630508423	1	0	0.015625	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN117_contigs.fa_antismash_contig00004.region001	HN117	USMM084_contigs.fa_antismash_contig00004.region001	USMM084	NA	0.004272127058357	0.991473972797394	1	0.995595753192902	1	0.00392005033791065	0.00767263444140553	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
LB14_contigs.fa_antismash_contig00078.region001	LB14	USMM074_contigs.fa_antismash_contig00012.region002	USMM074	NA	0.0977753102779388	0.814009368419647	1	0.899200737476349	1	0.101276576519012	0.100393585860729	17	5	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus
AS183_contigs.fa_antismash_contig00001.region001	AS183	USMM058_contigs.fa_antismash_contig00003.region001	USMM058	NA	0.24235112965107	0.57403177022934	0.580645143985748	0.764350414276123	0.521126747131348	0.241965636610985	0.211438164114952	46	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	UBA7405	UBA7405 sp000755535
