sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,genome_type,junk,internal_id,source_lab,sample_location,sample_source,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,mosquito_species,mosquito_strain_lab,sample_source,lab_field_derived,confirmed_growth_media,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,n50,avg_coverage,gtdb_domain,gtdb_parent,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
MMO-143,contig00002,region001,RiPP,False,[10000:12191],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,neighbouring,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
MMO-143,contig00002,region002,other,False,[10000:19081],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
MMO-143,contig00002,region003,RiPP,True,[5000:5864],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
MMO-143,contig00003,region001,RiPP,False,[5000:7199],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
MMO-143,contig00007,region001,NRPS,False,[20000:23960],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
MMO-143,contig00008,region001,other,True,[5328:6558],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
MMO-143,contig00013,region001,NRPS,True,[15000:18999],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,Isolate,,MMO-143,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,100.0,0.0,4030323.0,67.0,60154.0,892390.0,528613.0,155.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis
MMO-144,contig00001,region001,other,False,[20000:20825],20000.0,phosphonates-like,phosphonate-like,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00001,region002,PKS,False,[20000:32132],20000.0,cds(PKS_AT and (PKS_KS or ene_KS or mod_KS or hyb_KS or itr_KS or tra_KS)),T1PKS,2.0,chemical_hybrid,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00001,region003,terpene,False,[10000:11714],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00002,region001,other,False,[20000:21932],20000.0,DarB,resorcinol,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00003,region001,other,False,[5000:6854],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00005,region001,NRPS,False,[15000:18972],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00007,region001,other,False,[10000:12570],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00010,region001,other,False,[20000:23606],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-144,contig00011,region001,other,False,[5000:5405],20000.0,ectoine_synt,ectoine,1.0,single,Isolate,,MMO-144,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.53,0.0,6265241.0,57.0,109916.0,1328501.0,667252.0,120.0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter ruhlandii
MMO-146,contig00002,region001,RiPP,True,[5000:7163],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-146,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6291384.0,102.0,61680.0,453782.0,241146.0,57.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-146,contig00007,region001,PKS,False,[20000:21053],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,Isolate,,MMO-146,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6291384.0,102.0,61680.0,453782.0,241146.0,57.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-146,contig00024,region001,other,False,[10000:15807],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-146,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6291384.0,102.0,61680.0,453782.0,241146.0,57.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-146,contig00025,region001,RiPP,False,[10000:10267],10000.0,"minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE])",RRE-containing,1.0,single,Isolate,,MMO-146,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6291384.0,102.0,61680.0,453782.0,241146.0,57.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-146,contig00026,region001,terpene,False,[9886:10723],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-146,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6291384.0,102.0,61680.0,453782.0,241146.0,57.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-146,contig00026,region002,terpene,False,[10000:10837],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-146,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito,larvae,unk,,whole_body,Aedes_aegypti,Liverpool,mosquito,lab,YTG,,,,,99.84,2.86,6291384.0,102.0,61680.0,453782.0,241146.0,57.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
MMO-14,contig00001,region001,NRPS,False,[20000:34142],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,MMO-14,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,MacConkey,,,,,99.97,0.0,4920809.0,129.0,38145.0,789382.0,295155.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
MMO-14,contig00003,region001,RiPP,False,[5000:6761],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-14,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,MacConkey,,,,,99.97,0.0,4920809.0,129.0,38145.0,789382.0,295155.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
MMO-14,contig00006,region001,RiPP,False,[5000:5819],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,MMO-14,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,MacConkey,,,,,99.97,0.0,4920809.0,129.0,38145.0,789382.0,295155.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
MMO-14,contig00007,region001,other,False,[20000:23597],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,MMO-14,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,MacConkey,,,,,99.97,0.0,4920809.0,129.0,38145.0,789382.0,295155.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
MMO-14,contig00014,region001,other,False,[10000:10624],20000.0,Autoind_synth,hserlactone,1.0,single,Isolate,,MMO-14,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,MacConkey,,,,,99.97,0.0,4920809.0,129.0,38145.0,789382.0,295155.0,141.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
MMO-151,contig00001,region001,other,False,[10000:15705],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00006,region001,other,False,[10000:10654],20000.0,Autoind_synth,hserlactone,1.0,single,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00008,region001,other,False,[10000:10705],20000.0,Autoind_synth,hserlactone,1.0,single,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00009,region001,other,False,[20000:23597],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00010,region001,NRPS,True,[20000:33845],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00018,region001,other,False,[10000:10705],20000.0,Autoind_synth,hserlactone,1.0,single,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00022,region001,RiPP,False,[10000:16579],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00034,region001,NRPS,True,[18986:21176],0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,neighbouring,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00036,region001,NRPS,True,[16696:24208],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-151,contig00042,region001,NRPS,True,[19470:28413],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,Isolate,,MMO-151,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.98,0.32,5765730.0,190.0,30345.0,378099.0,151944.0,113.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Chania,Chania oryzae
MMO-152,contig00001,region001,other,False,[20000:21848],20000.0,(LmbU or Neocarzinostat or bcpB or frbD or mitE or vlmB or prnB or CaiA or bacilysin or orf2_PTase),other,1.0,single,Isolate,,MMO-152,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.58,0.12,4612969.0,20.0,230648.0,1426122.0,1035433.0,112.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia malaquae
MMO-152,contig00001,region002,RiPP,False,[10000:12930],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,neighbouring,Isolate,,MMO-152,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.58,0.12,4612969.0,20.0,230648.0,1426122.0,1035433.0,112.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia malaquae
MMO-152,contig00001,region003,RiPP,False,[10000:32190],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,MMO-152,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.58,0.12,4612969.0,20.0,230648.0,1426122.0,1035433.0,112.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia malaquae
MMO-152,contig00001,region004,terpene,False,[10000:10903],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,MMO-152,UW_Capstone_Students,"Madison,WI,USA;North_America",mosquito_larval_water,,,,,,,mosquito_larval_water,lab,1/10 YTG,,,,,99.58,0.12,4612969.0,20.0,230648.0,1426122.0,1035433.0,112.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia malaquae
